ContigName,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRHost
VIRSorter_NODE_10_length_17345_cov_2_941863-cat_1,Caudovirales,Myoviridae,N,lytic,655_0,Rubneribacter
VIRSorter_NODE_15_length_17426_cov_5_194809-cat_2,Caudovirales,Siphoviridae,N,lytic,777_0,NA
VIRSorter_NODE_167_length_4845_cov_2_077575-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_16_length_4947_cov_3_257884-cat_2,Unassigned,Unassigned,N,lysogenic,562_0,NA
VIRSorter_NODE_65_length_3119_cov_1_897727-cat_1,Caudovirales,Unassigned,N,lytic,820_0,Intestinimonas
VIRSorter_NODE_40_length_3133_cov_1_674651-cat_2,Unassigned,Unassigned,N,lytic,846_0,NA
VIRSorter_NODE_61_length_12431_cov_4_274301-cat_2,Caudovirales,Podoviridae,N,lytic,235_0,Eubacterium
VIRSorter_NODE_29_length_5423_cov_2_196563-cat_2,Unassigned,Unassigned,N,lytic,611_0,NA
VIRSorter_NODE_25_length_6641_cov_2_648449-cat_2,Unassigned,Unassigned,N,lytic,589_0,NA
VIRSorter_NODE_27_length_27983_cov_22_876364-circular-cat_1,Caudovirales,Siphoviridae,N,lytic,357_0,NA
VIRSorter_NODE_133_length_4055_cov_218_105652-cat_1,Unassigned,Unassigned,N,lytic,713_0,Bacteroides
VIRSorter_NODE_21_length_33350_cov_5_874244-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_116_length_10993_cov_4_806829-cat_2,Caudovirales,Unassigned,N,lytic,527_0,Bacteroides
VIRSorter_NODE_9_length_20693_cov_7_874939-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,Bacteroides
VIRSorter_NODE_24_length_6519_cov_9_721214-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_338_length_3127_cov_1_091333-cat_2,Caudovirales,Siphoviridae,N,lysogenic,140_0,Bifidobacterium
VIRSorter_NODE_300_length_3411_cov_1_561815-cat_2,Unassigned,Unassigned,N,lytic,890_0,NA
VIRSorter_NODE_9_length_21609_cov_3_831720-cat_2,Caudovirales,Unassigned,N,lytic,554_0,NA
VIRSorter_NODE_48_length_3053_cov_3_019822-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_171_length_3418_cov_1_220905-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_104_length_6745_cov_10_697794-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,600_0,Odoribacter
VIRSorter_NODE_38_length_5214_cov_2_019855-cat_2,Caudovirales,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_85_length_5660_cov_12_108440-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_550_length_3550_cov_2_174701-cat_2,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_67_length_3299_cov_1_910151-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_35_length_10051_cov_4_598549-cat_2,Caudovirales,Siphoviridae,N,lysogenic,885_0,Erysipelatoclostridium
VIRSorter_NODE_57_length_18013_cov_4_118808-cat_2,Caudovirales,Siphoviridae,N,lytic,254_0,Faecalibacterium
VIRSorter_NODE_18_length_6725_cov_2_473628-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_15_length_6096_cov_3_332887-cat_2,Caudovirales,Myoviridae,N,lysogenic,Outlier,NA
VIRSorter_NODE_76_length_11082_cov_2_682337-cat_2,Caudovirales,Podoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_164_length_4551_cov_1_686709-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_30_length_11384_cov_4_935951-cat_2,Caudovirales,Podoviridae,N,lytic,624_0,Bifidobacterium
VIRSorter_NODE_49_length_3595_cov_2_340542-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Prevotella
VIRSorter_NODE_56_length_6318_cov_47_546115-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_11_length_15339_cov_8_957862-cat_2,Unassigned,Unassigned,N,lytic,586_0,Bacteroides
VIRSorter_NODE_406_length_4395_cov_5_083411-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_21_length_11619_cov_2_835538-cat_2,Caudovirales,Myoviridae,N,lytic,353_0,Clostridiales
VIRSorter_NODE_79_length_10943_cov_20_348835-cat_1,Caudovirales,Siphoviridae,N,lytic,201_0,Bacteroides
VIRSorter_NODE_44_length_9944_cov_3_902618-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,Bifidobacterium
VIRSorter_NODE_124_length_6074_cov_4_708088-cat_1,Caudovirales,Siphoviridae,N,lytic,674_0,Bacteroides
VIRSorter_NODE_58_length_3443_cov_7_113088-cat_1,Caudovirales,Unassigned,N,lytic,230_0,NA
VIRSorter_NODE_13_length_5348_cov_9_734342-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_252_length_3251_cov_2_257042-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_5_length_37683_cov_17_542097-circular-cat_1,Caudovirales,Siphoviridae,N,lysogenic,179_0,Hungatella
VIRSorter_NODE_30_length_4485_cov_1_638366-cat_2,Unassigned,Unassigned,N,lytic,479_0,NA
VIRSorter_NODE_75_length_8010_cov_12_533680-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_26_length_3260_cov_1_299394-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_1_length_59244_cov_16_385354-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_67_length_3181_cov_2_913229-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_4_length_20214_cov_152_704585-cat_2,Caudovirales,Myoviridae,N,lytic,622_0,NA
VIRSorter_NODE_12_length_44117_cov_4_958127-cat_1,Caudovirales,Siphoviridae,N,lysogenic,608_0,NA
VIRSorter_NODE_273_length_3614_cov_5_093490-cat_1,Caudovirales,Siphoviridae,N,lytic,483_0,NA
VIRSorter_NODE_29_length_10789_cov_5_923185-cat_2,Caudovirales,Siphoviridae,N,lytic,593_0,Bacteroides
VIRSorter_NODE_242_length_3029_cov_1_524121-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,Parabacteroides
VIRSorter_NODE_4_length_37098_cov_13_649049-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Overlap,NA
VIRSorter_NODE_2_length_121406_cov_11_012129-circular-cat_2,Caudovirales,Myoviridae,N,lysogenic,346_0,Faecalibacterium
VIRSorter_NODE_163_length_4560_cov_2_272051-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_221_length_3359_cov_2_277228-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_310_length_3335_cov_1_611596-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_51_length_5934_cov_2_060100-cat_2,Unassigned,Unassigned,N,lytic,872_0,NA
VIRSorter_NODE_6_length_11214_cov_2_463967-cat_2,Unassigned,Unassigned,N,lytic,890_0,NA
VIRSorter_NODE_26_length_6170_cov_3_851729-cat_2,Caudovirales,Siphoviridae,N,lytic,419_0,NA
VIRSorter_NODE_68_length_3962_cov_1_962190-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_230_length_3214_cov_2_099449-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Coprobacter
VIRSorter_NODE_63_length_3165_cov_26_577024-cat_2,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium
VIRSorter_NODE_40_length_5214_cov_43_176725-cat_2,Caudovirales,Siphoviridae,N,lytic,760_0,Bacteroides
VIRSorter_NODE_12_length_9350_cov_2_896238-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_490_length_3864_cov_2_983949-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_159_length_8551_cov_29_125237-cat_1,Caudovirales,Myoviridae,N,lytic,796_0,NA
VIRSorter_NODE_1_length_52172_cov_26_068537-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Overlap,Bacteroides
VIRSorter_NODE_82_length_3553_cov_2_068301-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_17_length_11690_cov_4_282280-cat_2,Caudovirales,Myoviridae,N,lytic,663_0,Bacteroides
VIRSorter_NODE_38_length_10250_cov_2_707399-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_70_length_6458_cov_3_540041-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_24_length_17170_cov_5_511764-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Overlap,Hungatella
VIRSorter_NODE_122_length_5069_cov_23_682517-circular-cat_2,Unassigned,Unassigned,N,lytic,Singleton,Eubacterium
VIRSorter_NODE_38_length_12225_cov_3_067449-cat_2,Caudovirales,Siphoviridae,N,lytic,642_0,NA
VIRSorter_NODE_69_length_4431_cov_2_902416-circular-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_55_length_3708_cov_3_318068-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_58_length_5347_cov_7_586590-circular-cat_1,no_order_Microviridae,Microviridae,N,lytic,757_0,NA
VIRSorter_NODE_6_length_6490_cov_1_842684-cat_2,Caudovirales,Siphoviridae,N,lytic,829_0,NA
VIRSorter_NODE_85_length_6325_cov_13_929977-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_95_length_3745_cov_4_516584-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_652_length_3141_cov_4_484406-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_208_length_3957_cov_1_885640-cat_2,Caudovirales,Myoviridae,N,lytic,806_0,NA
VIRSorter_NODE_160_length_5071_cov_2_067152-cat_2,Unassigned,Unassigned,N,lytic,Singleton,Ruminococcus
VIRSorter_NODE_6_length_21046_cov_32_353076-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_101_length_4844_cov_2_015688-cat_2,Caudovirales,Podoviridae,N,lytic,316_0,NA
VIRSorter_NODE_178_length_4275_cov_9_043394-circular-cat_2,Unassigned,Unassigned,N,lytic,704_0,Bacteroides
VIRSorter_NODE_43_length_3314_cov_2_228428-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,Eubacterium
VIRSorter_NODE_12_length_17861_cov_3_161216-cat_2,Caudovirales,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_41_length_5069_cov_2_431000-cat_1,Caudovirales,Podoviridae,N,lytic,57_0,Holdemania
VIRSorter_NODE_16_length_9742_cov_3_001560-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_29_length_28150_cov_3_512365-cat_2,Caudovirales,Myoviridae,N,lytic,256_0,NA
VIRSorter_NODE_70_length_5491_cov_2_470172-cat_1,Unassigned,Unassigned,N,lytic,589_0,NA
VIRSorter_NODE_14_length_7808_cov_3_228356-cat_2,Unassigned,Unassigned,N,lytic,817_0,NA
VIRSorter_NODE_72_length_3862_cov_1_610710-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_44_length_4060_cov_1_359268-cat_2,Unassigned,Unassigned,N,lytic,826_0,Hungatella
VIRSorter_NODE_56_length_12701_cov_11_436059-cat_2,Caudovirales,Podoviridae,N,lytic,603_0,NA
VIRSorter_NODE_143_length_4070_cov_4_085214-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_60_length_3522_cov_2_498085-cat_2,Caudovirales,Myoviridae,N,lytic,898_0,Parabacteroides
VIRSorter_NODE_100_length_3585_cov_1_792366-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_189_length_4006_cov_67_538541-cat_1,Caudovirales,Podoviridae,N,lytic,548_0,NA
VIRSorter_NODE_5_length_92041_cov_86_409742-circular-cat_2,Caudovirales,Siphoviridae,N,lytic,787_0,NA
VIRSorter_NODE_19_length_4279_cov_100_842004-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_54_length_6536_cov_4_309253-cat_2,Caudovirales,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_10_length_4727_cov_3_397391-cat_3,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_1_length_86243_cov_112_791909-circular-cat_2,Caudovirales,Myoviridae,N,lytic,620_0,NA
VIRSorter_NODE_219_length_6751_cov_3_357186-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_98_length_7183_cov_2_991638-cat_2,Caudovirales,Myoviridae,N,lysogenic,241_0,NA
VIRSorter_NODE_82_length_9239_cov_615_384438-cat_2,Unassigned,Unassigned,N,lytic,644_0,NA
VIRSorter_NODE_329_length_3189_cov_1_656107-cat_2,Unassigned,Unassigned,N,lytic,893_0,NA
VIRSorter_NODE_7_length_11658_cov_3_992108-cat_2,Caudovirales,Siphoviridae,N,lytic,568_0,NA
VIRSorter_NODE_123_length_10344_cov_14_078986-cat_1,Caudovirales,Podoviridae,N,lytic,57_0,NA
VIRSorter_NODE_33_length_6166_cov_2_019043-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,Eubacterium
VIRSorter_NODE_75_length_6191_cov_4_253298-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_38_length_5588_cov_3_949460-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_82_length_3442_cov_2_368929-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_112_length_6549_cov_2_042822-cat_2,Caudovirales,Siphoviridae,N,lytic,701_0,Blautia
VIRSorter_NODE_23_length_3286_cov_1_444444-cat_2,Caudovirales,Myoviridae,N,lytic,545_0,NA
VIRSorter_NODE_80_length_4026_cov_2_013080-cat_2,Unassigned,Unassigned,N,lytic,779_0,NA
VIRSorter_NODE_1_length_30894_cov_9_287548-cat_1,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides
VIRSorter_NODE_69_length_4327_cov_2_548095-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_233_length_3455_cov_2_754808-cat_2,Unassigned,Unassigned,N,lytic,777_0,NA
VIRSorter_NODE_245_length_6195_cov_3_318886-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_32_length_3853_cov_2_604133-cat_2,Unassigned,Unassigned,N,lytic,740_0,NA
VIRSorter_NODE_113_length_6316_cov_1_385846-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_24_length_7491_cov_3_870043-cat_2,Caudovirales,Unassigned,N,lytic,699_0,Bacteroides
VIRSorter_NODE_184_length_4090_cov_2_498864-cat_2,Unassigned,Unassigned,N,lytic,754_0,NA
VIRSorter_NODE_32_length_5120_cov_4_244542-cat_2,Caudovirales,Myoviridae,N,lytic,667_0,NA
VIRSorter_NODE_102_length_6770_cov_2_020172-cat_2,Caudovirales,Siphoviridae,N,lytic,476_0,NA
VIRSorter_NODE_42_length_10533_cov_3_314146-cat_2,Caudovirales,Siphoviridae,N,lytic,585_0,NA
VIRSorter_NODE_525_length_3660_cov_2_190490-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_45_length_5464_cov_1_944913-cat_2,Caudovirales,Siphoviridae,N,lytic,858_0,NA
VIRSorter_NODE_12_length_12411_cov_2_691062-cat_2,Caudovirales,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_89_length_3155_cov_1_015852-cat_3,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_18_length_5021_cov_3_139967-cat_2,Caudovirales,Unassigned,N,lytic,618_0,NA
VIRSorter_NODE_51_length_6086_cov_1321_079879-cat_2,Unassigned,Unassigned,N,lytic,621_0,NA
VIRSorter_NODE_45_length_3534_cov_1_667449-cat_2,Unassigned,Unassigned,N,lytic,668_0,NA
VIRSorter_NODE_70_length_5652_cov_51_096833-circular-cat_2,Unassigned,Unassigned,N,lytic,772_0,NA
VIRSorter_NODE_69_length_9003_cov_3_976904-cat_2,Caudovirales,Podoviridae,N,lytic,837_0,NA
VIRSorter_NODE_112_length_4644_cov_3_491698-cat_2,Caudovirales,Myoviridae,N,lysogenic,Overlap,Clostridiaceae
VIRSorter_NODE_125_length_10289_cov_4_335957-cat_2,Caudovirales,Siphoviridae,N,lytic,476_0,NA
VIRSorter_NODE_150_length_5277_cov_8_953204-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_86_length_3988_cov_2_015281-cat_2,Unassigned,Unassigned,N,lytic,758_0,NA
VIRSorter_NODE_4_length_24539_cov_3_940070-cat_2,Caudovirales,Unassigned,N,lytic,554_0,NA
VIRSorter_NODE_647_length_3157_cov_2_717822-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_58_length_5176_cov_3_671420-cat_2,Unassigned,Unassigned,N,lytic,668_0,NA
VIRSorter_NODE_11_length_19680_cov_4_796604-cat_2,Caudovirales,Siphoviridae,N,lytic,666_0,NA
VIRSorter_NODE_90_length_12859_cov_3_759975-cat_2,Caudovirales,Siphoviridae,N,lysogenic,66_0,NA
VIRSorter_NODE_91_length_5371_cov_29_255339-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_23_length_3118_cov_1_580586-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_56_length_3782_cov_2_589603-cat_2,Caudovirales,Unassigned,N,lytic,858_0,NA
VIRSorter_NODE_132_length_5598_cov_2_665692-cat_2,Caudovirales,Siphoviridae,N,lytic,722_0,NA
VIRSorter_NODE_172_length_3388_cov_6_087397-cat_2,Caudovirales,Siphoviridae,N,lytic,666_0,NA
VIRSorter_NODE_11_length_5106_cov_2_615184-cat_1,no_order_Microviridae,Microviridae,N,lytic,757_0,Flavonifractor
VIRSorter_NODE_4_length_10271_cov_4_388900-cat_1,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium
VIRSorter_NODE_159_length_3138_cov_1_542677-cat_1,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_5_length_43901_cov_8_302394-circular-cat_2,Caudovirales,Myoviridae,N,lytic,517_0,Flavonifractor
VIRSorter_NODE_21_length_36779_cov_4_642039-cat_2,Caudovirales,Myoviridae,N,lytic,621_0,NA
VIRSorter_NODE_92_length_4469_cov_2_020267-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_43_length_3577_cov_1_826377-cat_2,Caudovirales,Unassigned,N,lytic,868_0,NA
VIRSorter_NODE_126_length_4928_cov_1_964382-cat_2,Caudovirales,Myoviridae,N,lysogenic,241_0,NA
VIRSorter_NODE_87_length_8754_cov_30_348673-cat_2,Caudovirales,Unassigned,N,lytic,664_0,NA
VIRSorter_NODE_71_length_5437_cov_2_283616-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_28_length_15218_cov_3_121993-cat_2,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_26_length_10425_cov_80_245485-cat_2,Unassigned,Unassigned,N,lytic,553_0,Parabacteroides
VIRSorter_NODE_23_length_8149_cov_3_136500-cat_2,Caudovirales,Siphoviridae,N,lytic,614_0,Bacteroides
VIRSorter_NODE_57_length_6372_cov_1_825941-cat_2,Caudovirales,Siphoviridae,N,lytic,764_0,Bacteroides
VIRSorter_NODE_40_length_5090_cov_3_100544-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_25_length_5201_cov_2_165550-cat_2,Caudovirales,Myoviridae,N,lytic,241_0,NA
VIRSorter_NODE_9_length_18656_cov_8_996978-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_162_length_4612_cov_19_612486-cat_2,Unassigned,Unassigned,N,lytic,833_0,Prevotella
VIRSorter_NODE_68_length_4499_cov_1_891354-cat_1,Caudovirales,Siphoviridae,N,lytic,Singleton,NA
VIRSorter_NODE_34_length_3993_cov_2_190895-cat_2,Caudovirales,Siphoviridae,N,lytic,666_0,NA
VIRSorter_NODE_19_length_14564_cov_4_032625-cat_1,Caudovirales,Siphoviridae,N,lytic,648_0,Enterocloster
VIRSorter_NODE_24_length_8174_cov_2_116814-cat_2,Caudovirales,Myoviridae,N,lytic,730_0,NA
VIRSorter_NODE_109_length_6706_cov_1_909561-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,NA
VIRSorter_NODE_39_length_5176_cov_2_064963-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_100_length_7982_cov_2_254488-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_60_length_6216_cov_4_503695-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_61_length_3502_cov_2_234963-cat_2,Caudovirales,Siphoviridae,N,lytic,348_0,Clostridium
VIRSorter_NODE_243_length_6243_cov_2_689993-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_25_length_3555_cov_1_785006-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_122_length_3671_cov_15_312923-circular-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_154_length_3676_cov_2_368836-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_5_length_6676_cov_5_027332-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_13_length_6263_cov_1_925847-cat_1,Caudovirales,Podoviridae,N,lytic,234_0,NA
VIRSorter_NODE_87_length_5589_cov_42_563713-cat_2,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium
VIRSorter_NODE_31_length_5890_cov_2_656950-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_12_length_5464_cov_2_185123-cat_2,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_146_length_3871_cov_2_875000-cat_2,Caudovirales,Unassigned,N,lytic,591_0,NA
VIRSorter_NODE_12_length_55280_cov_48_478542-cat_2,Caudovirales,Unassigned,N,lytic,576_1,Bacteroides
VIRSorter_NODE_66_length_9385_cov_3_139987-cat_2,Caudovirales,Unassigned,N,lytic,857_0,Blautia
VIRSorter_NODE_12_length_15772_cov_3_809076-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_58_length_4326_cov_1_759943-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_107_length_6565_cov_25_704101-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_38_length_11251_cov_4_637181-cat_1,Caudovirales,Podoviridae,N,lytic,603_0,NA
VIRSorter_NODE_197_length_3352_cov_1_600310-cat_2,Unassigned,Unassigned,N,lytic,313_0,NA
VIRSorter_NODE_125_length_5831_cov_2_939341-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_28_length_3172_cov_5_902463-circular-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_94_length_3043_cov_2_041838-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_233_length_4127_cov_9_070500-circular-cat_2,Unassigned,Unassigned,N,lytic,808_0,Bacteroides
VIRSorter_NODE_57_length_5201_cov_36_387071-cat_1,Caudovirales,Siphoviridae,N,lytic,Overlap,Subdoligranulum
VIRSorter_NODE_67_length_11784_cov_263_780132-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,Prevotella
VIRSorter_NODE_75_length_8617_cov_2_853121-cat_2,Caudovirales,Myoviridae,N,lytic,589_0,NA
VIRSorter_NODE_45_length_11590_cov_4_013347-cat_1,Caudovirales,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_242_length_4026_cov_2_252885-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_43_length_4640_cov_40_016397-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_524_length_3671_cov_2_412810-cat_2,Unassigned,Unassigned,N,lytic,793_0,Bifidobacterium
VIRSorter_NODE_56_length_6406_cov_92_154642-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,692_0,NA
VIRSorter_NODE_109_length_6254_cov_1_906806-cat_1,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_37_length_5308_cov_2_562054-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_210_length_6992_cov_802_441369-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_68_length_4208_cov_4_020583-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_58_length_3564_cov_6_080594-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_23_length_6181_cov_1_930624-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
